Filename,Original,Translate,Translate_GPT_1
fiore_108.csv,"Infermo, vo ’l sovente a vicitare,","Infermo, spesso vado a visitarlo,","Afflitto, di frequente lo vado a trovare."
fiore_108.csv,Chéd i’ ne credo danari aportare,"perché credo di portargli denaro,",Poiché ritengo di elargirgli danaro.
fiore_108.csv,"Non con giomelle, anzi a colmo staio.","non con gingilli, ma in abbondanza.","non con oggetti di lusso, ma in grande quantità."
fiore_108.csv,"E, quando posso, e’ non riman danaio","E quando posso, non lascio la sua famiglia senza denaro,","Quando posso, non abbandono la sua famiglia senza finanze."
fiore_108.csv,"A•ssua famiglia, ond’e’ possa ingrassare.",per la sua famiglia con cui possono ingrassare.,Per la sua famiglia con cui possono arricchirsi.
fiore_108.csv,"Quand’egli è morto, i’ ’l convio a sotterare","Quando lui è morto, lo mando a seppellire","Quando lui è deceduto, lo inumarono."
fiore_108.csv,"Po’ torno, e sto più ad agio che Gienaio.",poi torno e sono più rilassato che a gennaio.,poi ritorno e sono più tranquillo che a gennaio.
fiore_108.csv,"E sed i’ sono da nessun biasmato,","E se sono da nessuno biasimato,"," io non sono colpevoleE se io non vengo rimproverato, io sono innocente."
fiore_108.csv,"Perch’io il pover lascio, e ’l rico stringo,","perché lascio i poveri e stringo i ricchi,",Perché abbandono i meno abbienti e avvicino i benestanti.
fiore_108.csv,"Intender fo che ’l ricco à più peccato,","capisco che il ricco ha più peccato,",Comprendo che il benestante ha commesso più trasgressioni.
fiore_108.csv,"E perciò sì ’l conforto e sì ’l consiglio,","e per questo lo conforto e lo consiglio,",lo incoraggio e gli suggerisco
fiore_108.csv,"Insin ch’e’ d’ognie ben s’è spodestato,","finché si sbarazzi di ogni bene,"," non potrà essere liberoFinché si sgomberi di ogni possesso, non sarà in grado di raggiungere la libertà."
fiore_108.csv,"E dato   à me, che ’n paradiso il pingo.","e me lo dia, in modo che lo dipinga in paradiso.","e me lo doni, in modo che lo dipinga come un luogo di felicità."
fiore_109.csv,Io dico che ’n sì grande dannazione,Io dico che l'anima va in una grande dannazione,Io affermo che l'essenza si trova in una grande penitenza.
fiore_109.csv,"Va l’anima per grande povertade,",per grande povertà va l'anima,per profonda indigenza va l'anima
fiore_109.csv,"Come per gran ricceza, in veritade;","come per grande ricchezza, in verità;","Come per vasta opulenza, effettivamente."
fiore_109.csv,"E ciaschedun dé aver questa ’ntenzione,","e ognuno dovrebbe avere questa intenzione,",e ognuno dovrebbe avere questa aspirazione
fiore_109.csv,Ché ’n un su’ dicie Salamone:,perché Salomone in un suo detto dice:,Perché Salomone in un suo adagio afferma:
fiore_109.csv,"“Guardami, Idio, per la Tua gran pietade","""Guardami, Dio, per la Tua grande pietà","""Esamina, Signore, per la Tua grande misericordia."
fiore_109.csv,"Di gran richeza, e di mendichitade;",dalla grande ricchezza e dalla mendicità;,dalla grande abbondanza e dal bisogno.
fiore_109.csv,"E dàmi del Tu’ ben sol per ragione,","e dammi del Tuo bene solo per ragione,",e accordami del Tuo favore solo per motivo
fiore_109.csv,"Ché que’, c’à gran richeza, si oblia","perché quelli che hanno grande ricchezza, dimenticano"," spesso di essere stati poveriPerché quelli che hanno grande abbondanza, dimenticano sovente di essere stati indigenti"
fiore_109.csv,"Que’, che ’l criò, per lo su’ gran riccore,","Colui che li ha creati, a causa del loro desiderio di ricchezza,"," ha deciso di distruggerliColui che li ha fabbricati, a motivo del loro anelito di abbondanza, ha stabilito di demolirli."
fiore_109.csv,Di che l’anima mette in mala via.,e mettono l'anima su una cattiva strada.,e conducono se stessi su un percorso errato.
fiore_109.csv,"Colui, cui Povertà tien in dolore,","Colui che la povertà tiene in dolore,",Colui che la miseria tormenta.
fiore_109.csv,"Convien che•ssia ladrone,   o muor d’envia,","deve diventare ladro, o morire d'invidia,","deve diventare un furfante, o morire di gelosia."
fiore_109.csv,"O serà falsonier, o mentitore”.","o essere bugiardo, o mentitore""","o essere mendace, o falsificatore"
fiore_110.csv,Ancor sì non comanda la Scrittura,"Ancora, la scrittura non comanda","Ancora, la stesura non domina"
fiore_110.csv,"Che possent’uon di corpo chegia pane,",un uomo con un corpo sano per implorare il pane,un individuo con una forma fisica vigorosa pregando per il cibo
fiore_110.csv,Né che si metta a viver d’altru’ ane:,né che viva dei beni degli altri:,né che tragga sostentamento dalle ricchezze altrui
fiore_110.csv,"Questo non piacie a Dio, né non n’à cura,","Questo non piace a Dio e non ne ha cura,",Questo non piace a Dio e gli è indifferente.
fiore_110.csv,"Né non vuol, che•ll’uon faccia sale, o mura,","né vuole che uno costruisca sale o mura,",né desidera che uno edifichi sale o steccati.
fiore_110.csv,"De le limosine alle gient’istrane,","con le elemosine degli estranei,"," riuscì a sopravvivereCon le offerte dei non-familiari, riuscì a perseverare."
fiore_110.csv,"Ma vuol c’uon le diparta a giente humane,",ma vuole che si distribuiscano a persone umane,ma vuole che vengano consegnate a persone umane
fiore_110.csv,Di cui forza e santade à gran paura.,la cui forza e la cui salute gli danno preoccupazione.,la cui vigoria e il cui benessere lo rendono preoccupato.
fiore_110.csv,"E sì difendea buono Giustiziano,","E così proteggeva il buon Giustiziano,",E così custodiva il virtuoso Giudice.
fiore_110.csv,E questo fecie scriver nella Legie:,e fece scrivere questo nella Legge:,E comandò che questo fosse scritto nella Legge.
fiore_110.csv,"Che nesun dia limosina a huon sano,",che nessuno dia elemosina a una persona sana,che nessuno distribuisca sovvenzioni a un individuo sano.
fiore_110.csv,"Che truovi a guadagniare, e•ttu t’avegi","che si trova in grado di guadagnare, e tu stesso ti accorgi","che è in condizione di procurarsi, e te stesso constati"
fiore_110.csv,Ch’a lavorare e’ non vuol metter mano;,che non vuole mettere mano al lavoro;,che non desidera impegnarsi nel lavoro.
fiore_110.csv,"Ma vuol che•ttu ’l gastighi, e cacci, e fegi.","ma vuole che tu lo castighi, e lo cacci e lo faccia.","ma desidera che tu lo punisca, e gli imponi di andarsene e lo obblighi."
fiore_111.csv,"Chi di cota’ limosine è ’ngrassato,","Chi si è ingrassato con queste elemosine,"," ora ne paga le conseguenzeChi si è abbuffato di queste sovvenzioni, ora deve affrontare le conseguenze."
fiore_111.csv,"In paradiso non dé atender pregio,",non aspettatevi ricompensa in paradiso;,non sperate in una gratificazione celeste.
fiore_111.csv,"Anzi vi dé atender gran dispregio,","anzi deve aspettarsi un grande disprezzo,",invece deve temere un enorme disdegno.
fiore_111.csv,Almen s’e’ non è privilegiato;,almeno se non è privilegiato;,almeno se non è avvantaggiato
fiore_111.csv,"E s’alcun n’è, sì n’è fatto, ingannato","E se qualcuno lo è, è stato ingannato","Se qualcuno è stato abbindolato, così sia."
fiore_111.csv,"È ’l Papa, che li dié il su’ Colegio,","dal Papa che gli ha dato il suo privilegio,",dall'autorità papale che gli ha concesso il suo privilegio
fiore_111.csv,Ché dar non credo doveria privilegio,perché non credo che si dovrebbe dare privilegi,perché non credo che si dovrebbe conferire vantaggi
fiore_111.csv,C’uon sano e forte gisse mendicato: ,a una persona sana e forte che vive di elemosine.,A una persona robusta e vigorosa che esiste di beneficenza.
fiore_111.csv,"Ché•lle limosine, che sono donate",Perché le elemosine che sono donate,?Per quale motivo sono offerte le elemosine?
fiore_111.csv,"A’ vechi, o magagniati san’ posanza,","ai vecchi o ai malati senza forze,"," la gentilezza è una grande medicinaai vecchi o ai malati deboli, la bontà è una grande cura"
fiore_111.csv,"A chui la morte seria gran santate,","per i quali la morte sarebbe una grande benedizione,",per i quali la morte sarebbe una grande grazia.
fiore_111.csv,"Colui, che•lle manuca, i’ l’ò ’n gravanza:","colui che le utilizza, le considero un peso:","chi le usa, ne reputa un onere."
fiore_111.csv,Elle gli fieno ancor ben pagate.,saranno ancora ben pagate.,Saranno ancora ben remunerate.
fiore_111.csv,Di questo non bisognia aver dottanza.,Di questo non c'è bisogno di conoscenza.,Questo non necessita di familiarità.
fiore_112.csv,"Tanto quanto Gesù andò per terra,","Tanto quanto Gesù camminò sulla terra,"," possiamo camminare nella luceTanto quanto Gesù si mosse sulla terra, possiamo procedere nella luminosità."
fiore_112.csv,I suo’ disciepoli e’ non dimandaro,i suoi discepoli non chiesero, piùi suoi seguaci non interrogarono ulteriormente
fiore_112.csv,"Né pane, né vino, anzi il guadagniaro","né pane, né vino, anzi guadagnarono"," famaneppure cibo, neppure bevanda, anzi acquisirono notorietà"
fiore_112.csv,"Co•le lor man, se•llo non erra.","con le loro mani, senza sbagliare.","Con le loro mani, senza errore."
fiore_112.csv,"Co’ buon’ mastri divin’ ne feci guerra,","Ho fatto guerra ai buoni maestri divini,",Ho combattuto contro i saggi insegnanti divini.
fiore_112.csv,Perch’e’ questo sermone predicaro,perché predicarono questo insegnamento,perché divulgarono questa lezione
fiore_112.csv,"Al popolo a Parigi, e sì ’l provaro",al popolo a Parigi e lo dimostrarono,ai cittadini di Parigi e lo attestarono
fiore_112.csv,"C’uon, ch’è truante, col Diavol s’aferra.",che uno che vive di elemosine si unisce con il Diavolo.,che uno che vive di carità si allea con il Demonio.
fiore_112.csv,"Ancor, po’ che Giesù si tornò in cielo,","Ancora, dopo che Gesù ritornò in cielo,","Ancora, dopo che Gesù ascendette in paradiso,"
fiore_112.csv,San Paolo predicava i conpagnioni,San Paolo predicava ai suoi compagni,San Paolo esortava i suoi amici
fiore_112.csv,"Ched e’ sì non vendeser lo,","che non vendessero nulla,",che non offrissero alcuna merce.
fiore_112.csv,"Sì ch’e’ di grazia fecier lor sermoni,","in modo che i loro discorsi fossero di grazia,",in modo che i loro discorsi fossero piacevoli.
fiore_112.csv,"Di lor lavor vivieno, già no ’l vi cielo,","vivessero del loro lavoro, senza aspettarsi nulla dal cielo,","vivessero della loro opera, senza aspettarsi nulla dall'alto."
fiore_112.csv,"Sanza fondar castella, né magioni.",senza costruire castelli o case grandi.,senza edificare manieri o dimore vaste.
fiore_113.csv,"Ver è ch’e’ ci à persone ispeziali,","È vero che ci sono persone speciali,"," ma tutti siamo unicheÈ vero che ci sono persone eccezionali, ma tutti siamo singolari."
fiore_113.csv,"Che van cherendo lor vita per Dio,","che vivono la loro vita per Dio,",che vivono la loro esistenza per Dio
fiore_113.csv,Per ch’i’   vi dico ben c’al parer mio,per questo vi dico che a mio parere,"Per questo vi affermo che, secondo me"
fiore_113.csv,Egli è mercié far   bene a que’ cotali.,è meritorio fare del bene a queste persone.,è degno di lode offrire un servizio a queste persone.
fiore_113.csv,"Di questi sono alquanti bestiali,",Di questi sono alquanto ignoranti,Di questi sono alquanto incolti
fiore_113.csv,"Che non ànno iscienza in lavorio,","e non hanno alcun conoscenza del lavoro,",e non hanno alcuna cognizione del compito.
fiore_113.csv,"Ed altri v’à, che l’ànno, ma è rio","e altri che la hanno, ma è rio","Altri la possiedono, ma è prezioso."
fiore_113.csv,"Il tenpo, e lor guadagni sì son frali.",il tempo e i loro guadagni sono fragili.,Le loro ricchezze e il periodo sono effimeri.
fiore_113.csv,"À ’ncor di gientil giente discacciata,",Ancora persone gentili sono state cacciate,Ancora persone amichevoli sono state allontanate
fiore_113.csv,"Che non son costumati a lavorare,","che non sono abituati a lavorare,",che non hanno familiarità con il lavoro
fiore_113.csv,Ma son viuti sol di lor entrata.,vivere solo con le loro entrate.,esistere soltanto con i propri redditi.
fiore_113.csv,"A cota’   gienti dé ciascun donare,","A queste persone è giusto donare,",A queste persone è doveroso concedere.
fiore_113.csv,Ché lor limosina è bene inpiegata:,perché la loro elemosina è ben spesa:,poiché la loro carità è ben investita
fiore_113.csv,Si è mercié atarli   governare.,è giusto governarli.,è corretto amministrarli.
fiore_114.csv,"Ad alcun altro, che•ffa lavoraggio,","A qualcunaltro, che fa lavora","A qualcun'altro, che esegue lavoro"
fiore_114.csv,"Ma ben sua vita trar non ne poria,",ma non potevano sopravvivere da soli;,ma non erano in grado di sussistere autonomamente.
fiore_114.csv,"Sì gli consente Idio ben truandia,","Dio consente loro di vivere di elemosina,",Dio permette loro di vivere della carità.
fiore_114.csv,"Per quel, che gli falliscie al su’ managio;",a causa di ciò che gli manca per vivere;,a causa della sua carenza di sostentamento.
fiore_114.csv,"Od altro povero, c’avesse   coragio",o per altri poveri che hanno il coraggio,per altri miseri che hanno l'ardire
fiore_114.csv,"Di volere studiar   in chericia,","di voler studiare in chiericato,",di anelare a frequentare un seminario.
fiore_114.csv,Gran mercied’è a farli cortesia,è una grande carità aiutarli,è una grande bontà assistere loro
fiore_114.csv,Insin ch’e’ sia   de la scienza sagio;,finché diventino saggi nella conoscenza;,fino a che acquisiscano saggezza nella sapienza.
fiore_114.csv,E se ’n cavalleria   alcun volesse,e se qualcuno volesse la cavalleria,e se qualcuno volesse l'eroismo
fiore_114.csv,"Intender per la fede asealzare,",finché potesse cavalcare bene e avere le armi, adattefinché era in grado di montare abilmente a cavallo e disporre delle armi appropriate
fiore_114.csv,"Non falleria   già, sed e’ chiedesse","non avrebbe torto a implorare,",non avrebbe sbagliato a supplicare
fiore_114.csv,"Infin ch’e’ sé potesse   ben montare,","fino a quando non ha potuto accumulare,",fino a quando non ha avuto la possibilità di accumulare
fiore_114.csv,E avere spezieria   ch’e’ potesse,e avere il capitale necessario con cui, finanziaree avere i fondi necessari con cui finanziare
fiore_114.csv,Conduciersi nella terra d’oltremare».,gviaggiare nella terra d'oltremare,esplorare nella terra d'oltremare
fiore_115.csv,"«Dì, Falsenbiante, in che maniera puote","Dì, Falsenbiante, in che modo può"," essere fatto?Esclama, Falsenbiante, qual è il modo per farlo?"
fiore_115.csv,"Seguire Idio chi à tutto venduto,","seguire Dio, che ha venduto tutto"," quello che avevaadeguarsi alla volontà di Dio, il quale ha ceduto tutto ciò che possedeva"
fiore_115.csv,"Ed àllo tutto a’ pover’ dispenduto,",e ha speso tutto per i poveri,e ha dissipato tutto per i disagiati
fiore_115.csv,"E le sue borse son rimase vote,","e le sue tasche sono rimaste vuote,",e le sue borse sono risultate prive di contenuto.
fiore_115.csv,"Ed è forte, e possente, e à grosse gote?",e lui è forte e potente e con grosse guance?,ed egli è vigoroso e forte ed ha guance prominenti?
fiore_115.csv,Gli sarebe per dritto concieduto,Gli sarebbe per diritto concesso,Gli sarebbe dovuto come suo diritto.
fiore_115.csv,"C’a trar sua vita domandasse aiuto,","di chiedere aiuto per tirare su la sua vita,",sollecitare un appoggio per sollevare la sua esistenza.
